,ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
1101,E13.630,Other specified diabetes mellitus with periodontal disease,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1102,E13.630,Other specified diabetes mellitus with periodontal disease,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1103,E13.638,Other specified diabetes mellitus with other oral complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1104,E13.638,Other specified diabetes mellitus with other oral complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1105,E13.641,Other specified diabetes mellitus with hypoglycemia with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1106,E13.641,Other specified diabetes mellitus with hypoglycemia with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1107,E13.649,Other specified diabetes mellitus with hypoglycemia without coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1108,E13.649,Other specified diabetes mellitus with hypoglycemia without coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1109,E13.65,Other specified diabetes mellitus with hyperglycemia,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1110,E13.65,Other specified diabetes mellitus with hyperglycemia,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1111,E13.69,Other specified diabetes mellitus with other specified complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1112,E13.69,Other specified diabetes mellitus with other specified complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1113,E13.8,Other specified diabetes mellitus with unspecified complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1114,E13.8,Other specified diabetes mellitus with unspecified complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1115,E13.9,Other specified diabetes mellitus without complications,END002,Diabetes mellitus without complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1116,E13.9,Other specified diabetes mellitus without complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
1117,F17.200,"Nicotine dependence, unspecified, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1118,F17.203,"Nicotine dependence unspecified, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1119,F17.208,"Nicotine dependence, unsp, w oth nicotine-induced disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1120,F17.209,"Nicotine dependence, unsp, w unsp nicotine-induced disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1121,F17.210,"Nicotine dependence, cigarettes, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1122,F17.213,"Nicotine dependence, cigarettes, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1123,F17.218,"Nicotine dependence, cigarettes, w oth disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1124,F17.219,"Nicotine dependence, cigarettes, w unsp disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1125,F17.220,"Nicotine dependence, chewing tobacco, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1126,F17.223,"Nicotine dependence, chewing tobacco, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1127,F17.228,"Nicotine dependence, chewing tobacco, w oth disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1128,F17.229,"Nicotine dependence, chewing tobacco, w unsp disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1129,F17.290,"Nicotine dependence, other tobacco product, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1130,F17.293,"Nicotine dependence, other tobacco product, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1131,F17.298,"Nicotine dependence, oth tobacco product, w oth disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1132,F17.299,"Nicotine dependence, oth tobacco product, w unsp disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
1133,O99.330,"Smoking (tobacco) complicating pregnancy, unspecified trimester",MBD024,Tobacco-related disorders,N,"03 Pregnancy, perinatal, and congenital malformation","O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Smoking
1134,O99.331,"Smoking (tobacco) complicating pregnancy, first trimester",MBD024,Tobacco-related disorders,N,"03 Pregnancy, perinatal, and congenital malformation","O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Smoking
1135,O99.332,"Smoking (tobacco) complicating pregnancy, second trimester",MBD024,Tobacco-related disorders,N,"03 Pregnancy, perinatal, and congenital malformation","O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Smoking
1136,O99.333,"Smoking (tobacco) complicating pregnancy, third trimester",MBD024,Tobacco-related disorders,N,"03 Pregnancy, perinatal, and congenital malformation","O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Smoking
1137,O99.334,Smoking (tobacco) complicating childbirth,MBD024,Tobacco-related disorders,N,"03 Pregnancy, perinatal, and congenital malformation","O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Smoking
1138,O99.335,Smoking (tobacco) complicating the puerperium,MBD024,Tobacco-related disorders,N,"03 Pregnancy, perinatal, and congenital malformation","O99 Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",Smoking
1139,I48.0,Paroxysmal atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1140,I48.1,Persistent atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1141,I48.11,Longstanding persistent atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1142,I48.19,Other persistent atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1143,I48.2,Chronic atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1144,I48.20,"Chronic atrial fibrillation, unspecified",CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1145,I48.21,Permanent atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1146,I48.91,Unspecified atrial fibrillation,CIR017,Cardiac dysrhythmias,Y,0 Not Applicable,I48 Atrial fibrillation and flutter ,Atrial fibrillation
1147,I65.01,Occlusion and stenosis of right vertebral artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1148,I65.02,Occlusion and stenosis of left vertebral artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1149,I65.03,Occlusion and stenosis of bilateral vertebral arteries,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1150,I65.09,Occlusion and stenosis of unspecified vertebral artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1151,I65.1,Occlusion and stenosis of basilar artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1152,I65.21,Occlusion and stenosis of right carotid artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1153,I65.22,Occlusion and stenosis of left carotid artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1154,I65.23,Occlusion and stenosis of bilateral carotid arteries,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
1155,I65.29,Occlusion and stenosis of unspecified carotid artery,CIR023,Occlusion or stenosis of precerebral or cerebral arteries without infarction,Y,0 Not Applicable,"I65 Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",Occlusion/Stenosis of cerebral or precerebral artery
