ICD-10-CM Code,ICD-10-CM Code Description,CCSR Category,CCSR Category Description,Default CCSR (Y/N/X),Rationale,ICD10 description,Risk factors description
E1343,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1343,Other specified diabetes mellitus with diabetic autonomic (poly)neuropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1344,Other specified diabetes mellitus with diabetic amyotrophy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1344,Other specified diabetes mellitus with diabetic amyotrophy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1349,Other specified diabetes mellitus with other diabetic neurological complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1349,Other specified diabetes mellitus with other diabetic neurological complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1351,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1351,Other specified diabetes mellitus with diabetic peripheral angiopathy without gangrene,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1352,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1352,Other specified diabetes mellitus with diabetic peripheral angiopathy with gangrene,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1359,Other specified diabetes mellitus with other circulatory complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1359,Other specified diabetes mellitus with other circulatory complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13610,Other specified diabetes mellitus with diabetic neuropathic arthropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13610,Other specified diabetes mellitus with diabetic neuropathic arthropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13618,Other specified diabetes mellitus with other diabetic arthropathy,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13618,Other specified diabetes mellitus with other diabetic arthropathy,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13620,Other specified diabetes mellitus with diabetic dermatitis,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13620,Other specified diabetes mellitus with diabetic dermatitis,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13621,Other specified diabetes mellitus with foot ulcer,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13621,Other specified diabetes mellitus with foot ulcer,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13622,Other specified diabetes mellitus with other skin ulcer,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13622,Other specified diabetes mellitus with other skin ulcer,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13628,Other specified diabetes mellitus with other skin complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13628,Other specified diabetes mellitus with other skin complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13630,Other specified diabetes mellitus with periodontal disease,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13630,Other specified diabetes mellitus with periodontal disease,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13638,Other specified diabetes mellitus with other oral complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13638,Other specified diabetes mellitus with other oral complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13641,Other specified diabetes mellitus with hypoglycemia with coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13641,Other specified diabetes mellitus with hypoglycemia with coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13649,Other specified diabetes mellitus with hypoglycemia without coma,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E13649,Other specified diabetes mellitus with hypoglycemia without coma,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1365,Other specified diabetes mellitus with hyperglycemia,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1365,Other specified diabetes mellitus with hyperglycemia,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1369,Other specified diabetes mellitus with other specified complication,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E1369,Other specified diabetes mellitus with other specified complication,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E138,Other specified diabetes mellitus with unspecified complications,END003,Diabetes mellitus with complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E138,Other specified diabetes mellitus with unspecified complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E139,Other specified diabetes mellitus without complications,END002,Diabetes mellitus without complication,Y,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
E139,Other specified diabetes mellitus without complications,END006,"Diabetes mellitus, due to underlying condition, drug or chemical induced, or other specified type",N,02 Diabetes mellitus,E13 Other specified diabetes mellitus,Diabetes
F17200,"Nicotine dependence, unspecified, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17203,"Nicotine dependence unspecified, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17208,"Nicotine dependence, unsp, w oth nicotine-induced disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17209,"Nicotine dependence, unsp, w unsp nicotine-induced disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17210,"Nicotine dependence, cigarettes, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17213,"Nicotine dependence, cigarettes, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17218,"Nicotine dependence, cigarettes, w oth disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17219,"Nicotine dependence, cigarettes, w unsp disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17220,"Nicotine dependence, chewing tobacco, uncomplicated",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17223,"Nicotine dependence, chewing tobacco, with withdrawal",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17228,"Nicotine dependence, chewing tobacco, w oth disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
F17229,"Nicotine dependence, chewing tobacco, w unsp disorders",MBD024,Tobacco-related disorders,Y,0 Not Applicable,F17 Nicotine dependence,Smoking
